match_id,set_number,team,own_score,opp_score,h_score,v_score,first_touch,touch_quality,touch_quality_score,setter,settercall,settercall_desc,settercall_type,score_diff,score_stage,is_clutch,prev_attack_result,streak_flow,possession_num,point_type,own_rotation,opp_rotation,setter_front,attacker_rt_eff,is_repeat_route,consecutive_toss_count,attack_code,attack_zone,num_blockers,attack_between_blockers,attacker_name,attack_result,attacker_season_pct,ace_is_front,setter_canonical,setter_name,attacker_rt_eff_missing,brier_score
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,5,3,3,5,Reception,#,3.0,P7,KB,B Quick,Middle,2,1,0,1,1,1.0,Sideout,6,2.0,0,0.4,1,1.0,CB,4,0.0,False,Attacker103,#,60.71,1.0,P7,P7,0,0.0967200709007153
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,7,4,4,7,Reception,+,2.0,P7,KA,A Quick,Middle,3,1,0,1,1,1.0,Sideout,5,1.0,0,0.6111111111111112,0,1.0,XC,2,1.0,False,Attacker109,-,52.13,1.0,P7,P7,0,0.0097182180307399
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,9,6,6,9,Reception,-,0.0,P7,KA,A Quick,Middle,3,2,0,3,-2,1.0,Sideout,4,6.0,1,0.3333333333333333,0,1.0,CA,3,1.0,False,Attacker101,!,52.31,0.0,P7,P7,0,0.2765424712027594
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,10,7,7,10,Reception,-,0.0,P7,,,,3,2,0,3,1,1.0,Sideout,4,6.0,1,0.5454545454545454,0,1.0,LC,4,2.0,False,Attacker112,+,45.2,0.0,P7,P7,0,0.0006340481454292
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,10,7,7,10,Freeball,+,2.0,P7,,,,3,2,0,3,1,2.0,Sideout,4,6.0,1,0.55,0,1.0,P9,9,2.0,False,Attacker109,#,52.13,0.0,P7,P7,0,0.0004982319153096
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,11,8,8,11,Reception,#,3.0,P7,KA,A Quick,Middle,3,2,0,1,1,1.0,Sideout,3,5.0,1,0.5555555555555556,0,1.0,LC,4,1.0,False,Attacker110,#,52.41,0.0,P7,P7,0,0.1747554743222865
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,12,9,9,12,Reception,-,0.0,P7,,,,3,2,0,1,1,1.0,Sideout,2,4.0,1,0.5789473684210527,1,2.0,LH,4,3.0,False,Attacker110,#,52.41,0.0,P7,P7,0,0.0013938003825886
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,12,10,10,12,Freeball,+,2.0,P7,,,,2,2,0,1,-1,1.0,Breakpoint,1,4.0,0,0.5,0,1.0,P8,8,1.0,False,Attacker112,/,45.2,1.0,P7,P7,0,1.0191476388145764
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,13,11,11,13,Reception,-,0.0,P7,KA,A Quick,Middle,2,2,0,2,1,1.0,Sideout,1,3.0,0,0.6,0,1.0,LC,4,2.0,False,Attacker110,!,52.41,1.0,P7,P7,0,0.1935881810270018
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,13,11,11,13,Dig,!,1.0,P7,,,,2,2,0,3,1,2.0,Sideout,1,3.0,0,0.5714285714285714,1,2.0,LC,4,2.0,False,Attacker110,!,52.41,1.0,P7,P7,0,0.0061363626297227
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,13,11,11,13,Dig,!,1.0,P7,,,,2,2,0,3,1,3.0,Sideout,1,3.0,0,0.5714285714285714,0,1.0,XC,2,2.0,False,Attacker109,#,52.13,1.0,P7,P7,0,0.0132926326532259
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,13,13,13,13,Reception,-,0.0,P7,,,,0,2,0,1,-2,1.0,Sideout,6,2.0,0,0.4615384615384615,0,1.0,LH,4,3.0,False,Attacker112,!,45.2,1.0,P7,P7,0,0.0058806680224683
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,13,13,13,13,Dig,#,3.0,P7,,,,0,2,0,3,-2,3.0,Sideout,6,2.0,0,0.4285714285714285,1,2.0,LH,4,3.0,False,Attacker112,-,45.2,1.0,P7,P7,0,0.0032211146709012
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,14,13,13,14,Reception,-,0.0,P7,,,,1,2,0,3,1,1.0,Sideout,6,2.0,0,0.4,1,3.0,LH,4,3.0,False,Attacker112,#,45.2,1.0,P7,P7,0,0.0005775823118093
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,15,16,16,15,Reception,#,3.0,P7,KA,A Quick,Middle,-1,3,0,1,-2,1.0,Sideout,4,6.0,1,0.4375,1,4.0,LC,4,2.0,False,Attacker112,/,45.2,0.0,P7,P7,0,0.0075088534197432
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,16,16,16,16,Reception,-,0.0,P7,,,,0,3,0,2,1,1.0,Sideout,4,6.0,1,0.5909090909090909,0,1.0,PR,9,2.0,False,Attacker109,#,52.13,0.0,P7,P7,0,0.0002807599031845
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,16,18,18,16,Reception,#,3.0,P7,KB,B Quick,Middle,-2,3,0,1,-2,1.0,Sideout,3,5.0,1,0.6086956521739131,1,2.0,P9,9,2.0,False,Attacker109,=,52.13,0.0,P7,P7,0,0.0005411757427712
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,17,18,18,17,Reception,-,0.0,P7,,,,-1,3,0,2,1,1.0,Sideout,3,5.0,1,0.5833333333333334,1,3.0,PR,9,2.0,False,Attacker109,#,52.13,0.0,P7,P7,0,0.0004472447647818
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,18,21,21,18,Reception,-,0.0,P7,,,,-3,4,0,1,-2,1.0,Sideout,1,3.0,0,42.71,0,1.0,LC,4,2.0,False,Attacker104,-,42.71,1.0,P7,P7,0,0.0034128836993746
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,19,21,21,19,Reception,-,0.0,P7,,,,-2,4,1,3,1,1.0,Sideout,1,3.0,0,0.6,0,1.0,XC,2,2.0,False,Attacker109,#,52.13,1.0,P7,P7,0,0.0054528840785203
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,19,23,23,19,Reception,-,0.0,P7,,,,-4,4,0,1,-2,1.0,Sideout,6,2.0,0,0.4117647058823529,0,1.0,LH,4,3.0,False,Attacker112,+,45.2,1.0,P7,P7,0,0.0061031658272945
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,19,23,23,19,Freeball,+,2.0,P7,,,,-4,4,0,3,-2,2.0,Sideout,6,2.0,0,0.3888888888888889,1,2.0,LC,4,2.0,False,Attacker112,=,45.2,1.0,P7,P7,0,0.0039981824951413
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,20,23,23,20,Reception,!,1.0,P7,KA,A Quick,Middle,-3,4,0,2,1,1.0,Sideout,6,2.0,0,0.3684210526315789,1,3.0,LC,4,2.0,False,Attacker112,#,45.2,1.0,P7,P7,0,0.0032403999485086
45492d0e-04cd-447d-9584-17892f15ce91,3,Team_7,22,23,23,22,Freeball,+,2.0,P7,,,,-1,4,1,1,3,2.0,Breakpoint,5,2.0,0,0.6153846153846154,0,1.0,XC,2,2.0,False,Attacker109,!,52.13,1.0,P7,P7,0,0.0023542610674836
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_6,1,0,0,0,Reception,#,3.0,P8,KA,A Quick,Middle,1,1,0,0,0,1.0,Sideout,1,6.0,0,49.4,0,1.0,XC,2,1.0,False,Attacker77,#,49.4,1.0,P8,P8,0,0.0163905269681699
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_6,2,2,2,2,Reception,-,0.0,P8,KA,A Quick,Middle,0,1,0,1,1,1.0,Sideout,6,5.0,0,46.47,0,1.0,LC,4,2.0,False,Attacker84,+,46.47,1.0,P8,P8,0,0.216106762807198
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_5,3,2,2,3,Reception,+,2.0,P5,KB,B Quick,Middle,1,1,0,0,1,1.0,Sideout,5,5.0,0,57.54,0,1.0,CB,4,0.0,False,Attacker72,+,57.54,1.0,P5,P5,0,1.1851983440964209
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_6,3,3,3,3,Reception,-,0.0,P8,KB,B Quick,Middle,0,1,0,3,1,1.0,Sideout,5,4.0,0,0.5,0,1.0,XC,2,2.0,False,Attacker77,#,49.4,1.0,P8,P8,0,0.0020412898509701
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_5,3,4,4,3,Reception,+,2.0,P5,KA,A Quick,Middle,-1,1,0,3,-2,1.0,Sideout,4,4.0,1,44.24,0,1.0,P9,9,2.0,False,Attacker70,-,44.24,0.0,P5,P5,0,0.0049009661336141
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_6,4,3,4,3,Dig,-,0.0,P8,,,,1,1,0,1,2,2.0,Breakpoint,4,4.0,1,0.6666666666666666,0,2.0,P9,9,2.0,False,Attacker77,#,49.4,0.0,P8,P8,0,0.0007306613495154
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_5,4,4,4,4,Reception,#,3.0,P5,KA,A Quick,Middle,0,1,0,3,1,1.0,Sideout,4,4.0,1,0.0,1,2.0,P9,9,1.0,False,Attacker70,+,44.24,0.0,P5,P5,0,0.0010167717749297
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_6,5,4,5,4,Reception,!,1.0,P8,KB,B Quick,Middle,1,1,0,1,1,1.0,Sideout,4,3.0,1,49.67,0,1.0,P8,8,2.0,False,Attacker76,#,49.67,0.0,P8,P8,0,1.2911124036301784
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_6,5,5,5,5,Dig,-,0.0,P8,KE,"pass to 3a, 2c",Other,0,1,0,1,-1,2.0,Breakpoint,3,3.0,1,0.75,0,1.0,P9,9,2.0,False,Attacker77,-,49.4,0.0,P8,P8,0,0.0040724157736478
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_6,5,5,5,5,Dig,+,2.0,P8,KE,"pass to 3a, 2c",Other,0,1,0,3,-1,3.0,Breakpoint,3,3.0,1,1.0,0,1.0,LH,4,2.0,False,Attacker76,/,49.67,0.0,P8,P8,0,0.0238118620048478
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_6,5,6,5,6,Reception,+,2.0,P8,KA,A Quick,Middle,-1,1,0,2,-2,1.0,Sideout,3,2.0,1,0.6,0,1.0,P9,9,2.0,False,Attacker77,/,49.4,0.0,P8,P8,0,0.0039962719668953
98322775-b0ca-4995-a7b2-d1383a7faae8,1,Team_6,5,7,5,7,Reception,#,3.0,P8,KA,A Quick,Middle,-2,1,0,2,-3,1.0,Sideout,3,2.0,1,0.0,0,1.0,CA,3,3.0,False,Attacker80,-,50.85,0.0,P8,P8,0,0.061639430221853
